"","logFC","logCPM","F","PValue","FDR"
"SLC39A4",1.42952316738865,2.16873999913536,22.7328000813061,0.000294269145465493,0.000604560542599257
"TP53I3",1.97062925125813,3.43846821042552,24.3627496393745,0.000294331856182195,0.000604593684640748
"TIPARP",0.648265411406987,5.86298922919625,24.1010392911397,0.000297243007758738,0.000610476936820952
"XRCC3",-0.928324520026132,5.1702321114906,24.1023493008718,0.000297842665283014,0.000611611737917026
"SLC7A2",-2.77532029048317,5.18625277393154,24.2226175391288,0.000298090406533068,0.000612023643910033
"RTN4IP1",1.09850562020092,3.44423815915538,24.254913258767,0.000298670972348715,0.000613118649547102
"MTRFR",-0.989285578473158,5.07946777379114,24.0797914161155,0.000299241613526436,0.000614192938578928
"BCL2",1.06671437317296,7.41852211825739,24.0511214670435,0.000299760216719076,0.000615160096919147
"BBS1",-1.25920942437799,4.65183572371931,24.0922968991391,0.000300528994861988,0.000616562821409336
"RTL5",-2.65773844420692,3.24238167127111,22.0548677514053,0.000300538749696215,0.000616562821409336
"GMDS",1.52698821935631,3.80952297584071,24.1624189187587,0.000300610459113068,0.000616612477763531
"NSUN4",-1.24030433368507,6.41103376517685,24.0032363452495,0.000302518506010699,0.000620428220574953
"LRRC47",0.934182910563259,4.67629561596019,24.0176295661512,0.000302601365875091,0.000620500115175148
"RPL7",1.78746558940788,10.0170530846646,23.9888109880423,0.00030309691309427,0.000621418090659237
"FHOD1",0.966145392574088,4.94918584189532,23.9992823580869,0.000303267781763589,0.000621670215933574
"KCNJ3",-1.97666939797569,3.49129754844379,23.7788571951011,0.000303413949761983,0.000621871635545639
"C6orf136",1.5226106068476,2.85299373244929,24.1423359424001,0.00030401325664606,0.0006230015900325
"SLC30A6",1.27680600138296,5.40679149111518,23.9437184022316,0.00030603102201221,0.000627037516293368
"BNIP1",1.87043451454963,3.25398483277977,24.1287952193431,0.000306458740553043,0.000627814780994081
"RNF170",1.33875162831686,3.75735220254858,24.0428651502091,0.000306786191019477,0.00062838642250794
"CD46",0.994469927316083,7.27217648025945,23.9209996555276,0.000306877011470589,0.000628473273728029
"TMEM106A",1.2152447705765,4.73308630161363,23.9335395667128,0.000307271253959044,0.000629181397127052
"SFXN1",0.73985800751606,6.68188711520454,23.9088630169236,0.00030758856427245,0.000629731792469463
"CDC42EP4",1.73769702631187,3.94601071197731,24.0187947044247,0.000308038628698664,0.000630553761316616
"DUSP2",2.63862910248081,5.70967929837491,23.9142272451109,0.000308200249928921,0.000630785122055724
"FGF9",-2.65615820035497,2.25110299939198,19.0037310376654,0.000308691241222597,0.000631690416375424
"HTR1D",-3.04309495114773,2.08546686753212,20.5377394334785,0.000309448748074208,0.000633140723518792
"HPCAL1",2.21831610489799,3.06288750855427,23.766779860392,0.000309947567559345,0.00063406137540115
"KIF13B",-0.683935387143805,5.5294872279014,23.8547378296829,0.000310982220553055,0.000636077721837166
"ECSIT",1.24822413302294,3.85573945832342,23.9176701036912,0.000312330378702244,0.000638734569962995
"KCTD18",0.856238362938235,4.73361231249527,23.8343508957762,0.000312656882938835,0.000639301565933535
"ZNF346",-0.820919094536524,5.40783220892779,23.8242734471009,0.000312831104775268,0.000639366568004443
"ZNF501",-1.64228459005846,2.96740539145927,23.0639135538466,0.00031283615931349,0.000639366568004443
"GOLGA2",-1.34093530527275,6.98822956295069,23.815724929336,0.000312836446332528,0.000639366568004443
"PARP15",0.711474045770425,6.7539264992676,23.810819041914,0.000313085926095202,0.000639775711699578
"SLC25A46",-0.830989076562672,7.05426758520062,23.8073893307223,0.000313289602125024,0.000640091143645964
"EIF2AK1",0.662695043476761,6.6386181660595,23.8060851344655,0.000313357820078269,0.000640129761507071
"IFNGR1",1.47002298781475,4.31484525901688,23.8393343345354,0.000314175456993848,0.000641699045126696
"RRP15",1.1766404016169,4.52768120613021,23.8036460217804,0.000314965769671548,0.000643212034351272
"MINDY3",1.16288016709979,3.91509199929656,23.8549420367907,0.00031505590182303,0.00064329488841638
"BBOF1",-1.61037400718332,1.82599259898435,18.8064399143699,0.000315246309631628,0.000643582431427891
"ZNF747",1.55899126713675,3.24385449320582,24.0058510110659,0.000315469437571993,0.000643936672383153
"FAM117A",1.14887169356371,4.98149509707878,23.7768187536977,0.000315718944009735,0.000644344637302888
"PUM3",1.75518230666307,5.65583318575825,23.7646965784277,0.000316088060471187,0.000644908878371028
"TUBD1",1.50684330153669,2.66932551573647,23.7593744239679,0.000316094783065985,0.000644908878371028
"PSME2P2",2.10408473731902,2.71427771789273,23.1901479217767,0.000316657600477182,0.000645955626936008
"REM2",-2.26667160113056,2.08441084980235,18.8960514855829,0.000316931724861693,0.000646413228897671
"EIF3FP3",2.56231576819575,2.28405955812476,20.6385900272556,0.000317104646930068,0.000646664307486611
"GSDME",1.71269796153542,5.92557161429281,23.7206044649628,0.000318492742639669,0.00064939299394642
"PKN2",-0.771608405334734,6.09282977400502,23.7014159887426,0.000319508605699506,0.000651361976123699
"CRLF3",0.898244610303419,5.40202285004866,23.6679906389092,0.000321625431701588,0.000655574450924405
"SLC2A6",1.03358639349363,4.50056545414639,23.6772237466019,0.000322206701623007,0.000656656144931171
"FERMT2",-1.93444177478177,3.05606485589595,22.6322597674021,0.000323233959053143,0.00065864627763105
"IRF8",1.76274222751318,6.45120057596502,23.6283681491545,0.000323717885399926,0.000659528826320992
"DTNBP1",1.07650956185885,4.32619138457714,23.6527168329492,0.000324204294816281,0.00066041615610724
"USP3-AS1",-1.50951271677647,2.49824022712796,21.6459687012927,0.000324511344938132,0.000660937903231908
"SOX5",-1.62978456438463,5.20705331636438,23.6387079651741,0.000324755232328284,0.000661330862193461
"CHMP1B",0.929597509077281,4.82868257779729,23.6131602790636,0.000325345905135335,0.000662429780181436
"RHOB",1.81347373818122,3.01184698244048,23.7061199165683,0.000326229803412995,0.000664125289884046
"TRMT2B",1.17388764247255,3.82319301997373,23.6434807553529,0.000328248313372211,0.000668129701673405
"SPAG9",-0.673032860035344,7.15205748908932,23.5407292208667,0.000328813716489787,0.000669175609914932
"TTLL7",-2.57853099623998,3.12721486765564,21.4165833204396,0.000328958517105931,0.000669365347552121
"ZDHHC6",0.712502005234228,5.66986078275899,23.5294029653338,0.000329705901379861,0.000670780971772822
"DDHD1",0.955147302999114,6.29388373905507,23.5145165345441,0.000330467187202273,0.000672110743369902
"SLC10A3",2.3092635605384,2.56952763703807,22.2064628456853,0.000330479717015419,0.000672110743369902
"ZFYVE1",0.870359565866653,4.33939438338089,23.5427503784339,0.000330514859393689,0.000672110743369902
"ATXN7L3",1.22146697521218,5.67545478644673,23.4966479769822,0.00033173447101097,0.000674485186986589
"TBC1D12",-1.55768460410317,4.04705082200008,23.6576134990645,0.000332075211843578,0.000675072239581776
"GAK",0.995734021434296,5.68822978463462,23.4874661957438,0.000332255611544664,0.00067533320354678
"CHML",0.966256361813779,4.72397481927561,23.4905185851727,0.000332860326167148,0.000676456401072425
"TEP1",1.43169438997327,5.67347584089644,23.4651166946494,0.000333693974313612,0.000678044424951579
"FASTKD3",1.43888060722828,3.6484245088186,23.6064569963187,0.00033379699423287,0.00067814759510763
"RPS17",1.57993615035606,9.46086371053578,23.452913011828,0.000334058699869082,0.000678573071095569
"PSIP1",2.22324192375266,8.09476367162011,23.4406656954845,0.000334845830397766,0.000680065541943829
"DLGAP1-AS5",-1.39720418667523,3.84679344114353,23.6181128034986,0.000335113507528197,0.000680502710844181
"MAFF",-2.18064660926472,4.59715667161244,23.5863361464871,0.000335369375924191,0.000680915767166589
"MBOAT1",0.902103459784354,4.7288351033822,23.4239378622934,0.000336906337538586,0.00068392934958568
"SLC25A13",1.52876163008437,4.77272161002047,23.4244671786294,0.000337229257134763,0.000684477835435374
"GALT",1.50358352210607,3.78044939451855,23.5250578850648,0.000337335462018546,0.000684586350375349
"LPIN3",-1.39850922352045,2.31179665040931,20.914113277873,0.000337815357648604,0.000685453078361558
"MS4A14",-1.58629593953926,3.30745070525703,23.2924443174051,0.000338430609739458,0.000686594141046915
"ENKD1",2.04937501343362,2.42935302400571,22.0952672139084,0.000338817171217663,0.000687270961463552
"IFRD1",0.956465305817548,4.35119380693244,23.3979388050263,0.000339401196899757,0.00068834805246232
"RFC1",0.865118468891206,6.9831854214206,23.3641777383265,0.000339599709753655,0.000688643060865872
"SELENOI",-0.847060186897709,6.84443101771673,23.3631271670512,0.000339710294709312,0.000688759704049809
"TUBG2",1.36320877627903,3.39114401428581,23.5430770070769,0.000341107501418941,0.000691484517947503
"HERPUD2-AS1",1.07819029334315,3.36614253170584,23.532069977394,0.000341320548938009,0.000691715835116475
"LINC01307",2.84856191929246,1.98291875954216,18.648043294934,0.000341328191365256,0.000691715835116475
"BCL2L12",1.14075710913849,3.61205802985468,23.4653614329762,0.000341576102040571,0.000692110178658542
"RIC8B",-0.881730474803912,5.05895964422854,23.345850150683,0.000341787112045308,0.000692429641696284
"MTR",0.688761403616103,6.50936917296813,23.32343104573,0.000342195062078135,0.000693147925370504
"ZNF100",0.963803413433869,4.14922761813019,23.3333995089965,0.000344282148545261,0.000697266701219767
"ITGB1P1",2.43098574698775,2.07100218853852,19.5502545542302,0.000344407153693641,0.000697345515765583
"CCDC74A",2.25680617198193,3.66113574577682,23.4724491141023,0.000344428513218271,0.000697345515765583
"PEX12",1.78050846067054,2.64845118085538,22.9950285921971,0.000345315694790989,0.000699020932724963
"ZNF83",-1.10266237263029,5.93487682344582,23.2764379781464,0.000345435663423963,0.000699020932724963
"NCEH1",-0.974187757644826,4.32521282451364,23.340905182053,0.000345440172571233,0.000699020932724963
"NEU1",0.902544778400197,4.35684921055635,23.300187342244,0.000345471439401436,0.000699020932724963
"ACACB",-1.47471733736983,2.29597160668955,20.5489913107676,0.000347369539631941,0.000702751967646914
"LMF1",2.13031221375242,1.83928330776673,18.8571110216796,0.000348098201522646,0.000704116355892776
"LNCDAT",1.78089078094702,4.72573936364514,23.2543769805889,0.000348432402449743,0.000704682546556195
"RPS8",1.41664003118346,9.98962824187578,23.2210027252718,0.000348582312371733,0.000704875901945022
"RMI2",1.46814542054508,4.16429133538575,23.2689737651905,0.000349470860725356,0.000706518564632593
"TMEM216",1.82360332465095,2.6627101343064,22.9114814980019,0.000349503521071331,0.000706518564632593
"AGAP9",-0.964371918977133,3.90917025144321,23.3388713804737,0.000349830658364832,0.000707069751724622
"TLK1",0.774857368936149,7.25634568415162,23.1976449075533,0.00035013497041632,0.000707574640511261
"NUP107",0.869729380293638,6.31109742398128,23.1941907843144,0.000350460947946151,0.000708123148247359
"CNTLN",-2.62290218965754,3.88788828776178,22.8924342847323,0.000350541215141543,0.000708175093001902
"DDX5",0.762152886743586,9.7425622030022,23.1869687284082,0.000350774777189635,0.000708536664787032
"DCAF17",0.924812688108156,5.34202735314943,23.1904398891923,0.00035103298982005,0.000708947908489848
"VLDLR-AS1",-1.95979740336582,1.89169745716426,18.4659883217019,0.000351343597630993,0.000709464825334518
"SNX29",-1.8820342284265,7.35226900577113,23.1547218203826,0.000352981117413313,0.000712660585475938
"RPGR",1.16305766875781,3.87358038300606,23.2257409834718,0.000353641026749451,0.000713881886035438
"TRIM69",0.919068394955173,6.90986220629085,23.1414059377281,0.000353811619676573,0.000714115195677488
"SLC41A3",1.56184953724502,3.99991615540761,23.1980545384129,0.000355888276422636,0.000718194935939959
"RAB23",-1.0108428563695,3.77705371717272,23.2566493330973,0.000356926436412802,0.000720178010980595
"AZI2",1.27573731399262,4.94042817210326,23.0988214224796,0.000357509353865132,0.00072124205986469
"KHDC1-AS1",-1.05998817821139,3.58736832310025,23.2675581027567,0.000357798785712816,0.000721713789984826
"DMD",1.54195450303818,6.53835945617308,23.0771999853022,0.000358113623045105,0.00072223661080259
"IER2",1.08454798725913,4.96801940084234,23.0862359263374,0.000358219504513336,0.000722337916511278
"NDUFAF3",1.79873111754308,3.80871029095418,23.1845630683443,0.000360415895226672,0.000726574782437427
"VPS13B",-0.800717974616486,7.20380601285626,23.0410207261633,0.00036043259045567,0.000726574782437427
"DNTTIP1",1.51492555011081,3.6308179607926,23.1896154004383,0.000360770576836487,0.000727066921665299
"NFYA",1.00325066058101,5.15378706756254,23.0443391466466,0.000360788755196163,0.000727066921665299
"ERLIN2",0.696992225438167,5.33073474052928,23.0406489038651,0.000360859010107329,0.000727095614901138
"SEPTIN2",0.725391184338594,8.2223417721029,23.0255413956172,0.00036139656051069,0.000728065707811385
"PEX5L",-0.982533900477628,3.91840739378842,23.1438291951564,0.00036254542418637,0.000730183723653738
"FIS1",1.16187311329821,4.65431578414991,23.0293050861641,0.000362560408239472,0.000730183723653738
"RETREG2",0.854410786204888,5.54779762967056,23.0035217435485,0.000363241297997471,0.000731441521564873
"RABEP2",1.75798312742554,3.62578137614489,23.1717199348362,0.000363306745016902,0.000731459834080873
"KNTC1",1.03176908691469,6.97147210381079,22.9920410169198,0.000363721500808715,0.0007321813090101
"TARDBP",-0.637025044182741,8.04768355340465,22.9896421875229,0.000363830485036046,0.00073228712913132
"CFAP57",2.15442674220098,3.89121389840642,23.1483737157734,0.0003640183859372,0.000732551728599202
"SPIN3",0.900916828920144,4.53051763528507,22.9987297250583,0.000364722115133366,0.00073385413958008
"ORMDL2",1.13185992536497,3.74097070312006,23.0693027666717,0.000365378880780733,0.000735061666542764
"CHRAC1",1.05847355477691,4.40702397197879,22.9892072717247,0.000365833641506468,0.000735750122832713
"ANAPC10",1.0337061444861,3.7708153027504,23.0519050433507,0.000365834460151181,0.000735750122832713
"GINS2",1.27048421079497,4.94576836401934,22.9689733447225,0.000366190879729327,0.000736352845683449
"MIR4432HG",-2.51428026071025,2.29969067067796,18.4422272848132,0.000366303979932142,0.000736466180222925
"RNF213",1.78876852277248,9.1940805319946,22.9491276422966,0.000366551238260822,0.000736849167202334
"PDXDC2P-NPIPB14P",0.98754250285922,3.88765880694923,23.0152309498644,0.000366953460819857,0.00073754349975871
"UHRF2",-1.32554268035547,7.6171192943383,22.9385259395082,0.00036732750906364,0.000738119713943003
"PHKB",1.0274369896271,6.01657824886167,22.9407152137513,0.000367353879204299,0.000738119713943003
"MTMR2",0.918374999809957,5.7010969277513,22.9373493027394,0.000367664188179575,0.000738628875185092
"CRAT",2.03139718144218,4.31776012520113,23.0025019027547,0.000368445469731054,0.00074008390546411
"COL19A1",-1.14220663113642,6.87715030930664,22.9206696752625,0.000368623069799243,0.000740326078600367
"ZFP92",1.10132307334804,3.02606107560077,23.1873787982498,0.000369419549169724,0.00074181091401965
"NKAIN3",-2.66078754909361,2.30063012309362,18.3304777946421,0.000370033872800658,0.000742841667443508
"ENC1",2.28166646685346,6.35295793502948,22.9029973398709,0.000370047320623245,0.000742841667443508
"PEX10",1.38863872907127,3.62461599352317,23.0374001069552,0.000370398639268302,0.000743431937173737
"HCG27",-1.66860489275694,3.19249948593523,22.5765439130883,0.000371019065005896,0.00074447839381986
"MOK",-2.0082802931289,2.80260881133765,21.0353308111744,0.000371034724932255,0.00074447839381986
"GGA3",0.852002620918098,5.68134967493636,22.8856342769268,0.00037121536587147,0.000744725726276921
"SIGMAR1",1.76364825714455,4.92450772276266,22.8983043989882,0.000371511267219571,0.000745204179958279
"OTUD6B",-0.820359666181487,5.10170440307782,22.8905630330873,0.0003716101055667,0.000745287263636551
"ZNF711",1.18005075515334,3.78828307307898,22.9484381730325,0.000373210271669074,0.000748380863010131
"TBX15",1.41479596495694,4.0405659091896,22.9143220410052,0.000373883248459085,0.000749614545103324
"DUSP28",-1.12768829025078,3.52799374284541,23.024204953483,0.000373951814968922,0.000749636225219554
"FAM186B",-2.01583577231402,2.23917782730362,18.8669068850816,0.000374636272521063,0.000750892343626219
"TUBB4A",1.65857979931,2.05755016318224,20.6254087781461,0.000374709983738178,0.000750924129831952
"MYOF",-1.77576474801473,3.54579122277777,22.8404580785366,0.00037490474529257,0.000751198455371651
"TPM1",-1.5938656525523,3.24456019020573,22.6582070487872,0.000375168048600149,0.00075161001247568
"NARS2",0.783665283164312,4.4995107640263,22.815047728278,0.000377393932944793,0.000755952661978921
"SRD5A3",1.82314717909096,2.36211687638607,21.7041627161703,0.000377466600250747,0.000755981557052106
"FBXL12",1.1986627484173,3.51005862612345,22.9306304564291,0.000378692937909093,0.000758320631604448
"MRM1",1.7253953962791,2.54109448745155,22.3282070766448,0.000380294628811185,0.000761410501614867
"BISPR",1.54804546394685,3.86187305520308,22.8576369870237,0.000380473783257671,0.000761651712937164
"TBC1D8",-1.84041523134496,2.17722072529655,18.8959396182476,0.000380553495348787,0.000761691886280514
"HLCS",-1.06165226008902,5.19553310058877,22.763045367286,0.000380611215286242,0.000761691886280514
"CELF1",-0.658963769996554,7.98101645967901,22.7405332481381,0.000381091479664418,0.000762535441042723
"SSNA1",2.22956512215422,4.39201242359599,22.8246318983943,0.00038136143546565,0.000762957988955632
"LIPG",-1.86371124847493,2.91976424079872,21.5573101598249,0.000381923250319745,0.000763938859638104
"SLC25A25-AS1",-1.43107572753642,5.17254843791217,22.7522259577726,0.000381969429819052,0.000763938859638104
