"","logFC","logCPM","F","PValue","FDR"
"HNRNPR",2.13755669277421,7.18601542609632,142.522190658334,2.57657199053471e-08,5.63580523225177e-07
"BRCA2",-2.15416076452033,7.90984477697634,142.491790822159,2.57909730967454e-08,5.63580523225177e-07
"TCF20",-1.43046565097034,7.53488662040057,142.373694254527,2.59102949648351e-08,5.64607967039049e-07
"RAB1B",2.31367221890128,5.97230328170048,142.443779896148,2.59660946999461e-08,5.64607967039049e-07
"ZDHHC16",2.53447578233654,3.90707082419993,145.247175815251,2.60411822380747e-08,5.64607967039049e-07
"BAG6",2.17308718535425,6.07544996474297,142.340980841127,2.60434435391919e-08,5.64607967039049e-07
"PIGX",1.91356220177732,4.46934919757498,143.159840541091,2.60554832246834e-08,5.64607967039049e-07
"NLRC4",-3.49216692526684,3.28414295411248,88.2302455272754,2.64894410100443e-08,5.73054907183959e-07
"SLC35A5",-1.7342118136527,6.21742156665853,141.496159838335,2.69892904092381e-08,5.82048874489368e-07
"PLEKHH3",3.39941919855643,2.95776305015711,105.610513175991,2.70281952878964e-08,5.82048874489368e-07
"CCDC186",-1.75939120192716,6.65192464456766,141.385437196643,2.70604592581458e-08,5.82048874489368e-07
"TOMM22",2.49810812855849,5.14675375920037,141.877822090151,2.70845547142972e-08,5.82048874489368e-07
"ATAT1",-2.27337465797903,4.7704952416298,143.384491008557,2.72752684184271e-08,5.85178486068073e-07
"IFIH1",1.94206442080642,6.86828850897414,141.025205450967,2.74301366595169e-08,5.87529989835858e-07
"GUCY2C",-3.30816446617972,2.67812443951298,77.060673892255,2.78982610945321e-08,5.9657237068703e-07
"RBMX",1.55909879119316,7.89156544142894,140.480759709084,2.80333527660954e-08,5.98475195565654e-07
"SRP14",2.08654305734229,6.65628649362528,140.446452803381,2.81206757352807e-08,5.98651326686568e-07
"CYFIP2",2.0636351155595,7.35257865847126,140.400341091781,2.81511982806614e-08,5.98651326686568e-07
"APOBEC3C",2.72642110299874,7.28275978413927,140.390846000874,2.81799661483431e-08,5.98651326686568e-07
"ZFHX3-AS1",-2.25453586243298,5.58614771239246,140.704023219976,2.84333566983612e-08,6.00520052419904e-07
"PTMA",2.09174231429556,9.61330850683515,140.097211204819,2.84822512998707e-08,6.00520052419904e-07
"ATOX1",2.68995088371132,4.80135512933411,141.43699115194,2.84834073437621e-08,6.00520052419904e-07
"NCAPD2",2.31653109171693,7.18940872190554,140.121946471202,2.84905566727597e-08,6.00520052419904e-07
"NMI",2.76745097083772,5.61425296943623,140.462710438917,2.84992567250124e-08,6.00520052419904e-07
"AASDHPPT",2.77275710420164,5.17987094598891,140.730653432152,2.86718152452297e-08,6.03176923635464e-07
"RAPGEFL1",-2.70329922208018,4.19814825411602,139.491712514928,2.89062460021078e-08,6.06707744361767e-07
"ITPR3",1.90010586417022,5.49148296041717,139.901337427871,2.89331351124756e-08,6.06707744361767e-07
"XRN2",2.10996118108846,6.56138921853156,139.699099550569,2.90303062899025e-08,6.07763509101507e-07
"NUCB1",2.51742856901192,5.88175288981665,139.740724620338,2.91439434835206e-08,6.08207985495162e-07
"GRINA",2.87662302228878,5.94361102788756,139.807429229073,2.91488142079257e-08,6.08207985495162e-07
"COPB2",2.00203924364902,7.27468605422648,139.513126730232,2.92259095663594e-08,6.08207985495162e-07
"ZFP3",-1.9784023544763,5.33765607837604,140.083445011419,2.92389663288891e-08,6.08207985495162e-07
"TOB2",-2.4185262113088,7.06130201705597,139.465965811062,2.93437051057542e-08,6.09410067636304e-07
"INPP5D",2.44789557867706,6.68207802048934,139.394992945877,2.94172165624714e-08,6.09960816263384e-07
"TGS1",1.66946325203402,5.36234876125915,139.421172398445,2.95250433513171e-08,6.10904511720401e-07
"OPA1",1.93369107500131,6.76124049883493,139.242133585859,2.95759957825629e-08,6.10904511720401e-07
"ZNF761",-2.29419780353397,6.75107211502603,139.282314898196,2.96067160915001e-08,6.10904511720401e-07
"GDPD1",-2.65536010516439,2.56370949833433,81.9513298703335,2.96575926788285e-08,6.10904511720401e-07
"PDS5A",1.61385981033237,7.12857244817707,139.13155207718,2.96980544603677e-08,6.10904511720401e-07
"MYORG",-3.99412293664944,4.29840874668136,111.511849949461,2.99283113289667e-08,6.1466690039555e-07
"TECTA",-3.06660464192696,2.81424930957498,81.2517798600629,2.99974623420325e-08,6.15113840757633e-07
"MGST3",2.56365601512222,4.73188598552187,139.93837574621,3.02522397686402e-08,6.18532734809048e-07
"CHD4",1.79506568337554,8.11724153985608,138.675027344241,3.02594981975151e-08,6.18532734809048e-07
"SLC25A38",3.07851644284391,4.21174729041853,141.259895236314,3.03429802650715e-08,6.18673054890391e-07
"KLHL21",-2.4792027347236,5.66516612731362,139.259542122646,3.0361689981909e-08,6.18673054890391e-07
"GTF3C6",2.48012083543833,4.87917504049873,139.079610347278,3.0870602972427e-08,6.28057094956273e-07
"SS18L1",-2.22438370580847,5.91300939142117,138.292457444604,3.1149745255311e-08,6.32744434137616e-07
"ELOVL1",1.95070059148385,5.1702592118791,138.154163284094,3.13128912019929e-08,6.34782212301331e-07
"PTPRD",-4.22311060720673,3.74267544411526,82.6522604230641,3.13725819153175e-08,6.34782212301331e-07
"SNRPN",2.95982167124948,4.58559174777332,140.134839532053,3.13967781431013e-08,6.34782212301331e-07
"AGPAT5",2.05630217786515,6.51794547418276,137.659969258877,3.16630141508996e-08,6.38334630334687e-07
"LENG8",-1.84191553042498,8.63125823076586,137.608151431485,3.16708399025838e-08,6.38334630334687e-07
"KIF2A",2.39174764019057,7.05321653120591,137.512694498887,3.18434015730927e-08,6.40130435046362e-07
"RANGAP1",2.00686564801624,5.46198319426608,137.66102747755,3.18585717288097e-08,6.40130435046362e-07
"NHERF1",2.94180145459787,3.95147374844929,139.43818430003,3.20313849937471e-08,6.42608001883828e-07
"FBXO5",2.53243140757467,4.67211064245554,138.603761605478,3.21085284529994e-08,6.42887699169044e-07
"JAGN1",2.78523063619949,4.43042600117462,139.619465323599,3.21443849584522e-08,6.42887699169044e-07
"TJP1",-4.68766037261803,3.38376505204821,79.6401311829073,3.22393712293685e-08,6.43795443934159e-07
"MBTD1",-1.70004906703938,5.87959852507473,137.292591416368,3.23385085540191e-08,6.44783165946495e-07
"RCSD1",2.74710633133992,6.28052627810535,137.207850413793,3.24033688599292e-08,6.45085472088775e-07
"SEMA7A",2.87962683597924,7.22845751130668,137.062057926506,3.24818020209759e-08,6.45656646603778e-07
"SETD1B",-3.21905237360588,7.14478769255436,137.042961460967,3.26644015975865e-08,6.48293475132527e-07
"COMMD2",2.4606662155858,4.64058940888005,138.017017713892,3.2851977814789e-08,6.51020873337345e-07
"TRIM22",2.23520867468082,8.46306741439721,136.608357684439,3.3062743590016e-08,6.53343416175115e-07
"PMPCB",1.56286570391847,6.29258179048519,136.62437161731,3.31008615366509e-08,6.53343416175115e-07
"IARS2",2.29675097180395,6.39605625350864,136.63968255304,3.31201824224365e-08,6.53343416175115e-07
"ZDHHC11",-3.54767974521455,3.34257789582453,86.1032958363284,3.32200663682749e-08,6.53514551695147e-07
"CACTIN",-2.20593617249681,5.82453103825738,136.790068862933,3.32764885593069e-08,6.53514551695147e-07
"RNF169",-1.6782328974522,6.14792231049151,136.533958768506,3.33289840900688e-08,6.53514551695147e-07
"FAS",2.70106012171525,6.45237616577598,136.509421579297,3.33430433973389e-08,6.53514551695147e-07
"NDUFA5",2.01511388147359,5.36528556596458,136.570722768473,3.34315344104072e-08,6.53514551695147e-07
"DSTN",2.42494782011619,5.08544526586345,136.846556059073,3.35158534283846e-08,6.53514551695147e-07
"CD79A",3.00876326216998,6.60229346041389,136.38066402308,3.35501281012688e-08,6.53514551695147e-07
"CIAO2A",2.53038880264287,5.23668364584869,136.758069711922,3.35509444244312e-08,6.53514551695147e-07
"DNAJB14",2.03213642101973,5.92087708432347,136.350786184452,3.35819881341034e-08,6.53514551695147e-07
"B3GNT5",-2.98972873471856,2.69633795809176,78.2157824888461,3.4037880927566e-08,6.60955980422891e-07
"SYCP2",-4.77606798581551,3.60645811815493,75.7475927563596,3.4066221178961e-08,6.60955980422891e-07
"CD63",3.01131450054256,5.98169034331336,136.102967633656,3.41932045286728e-08,6.61623950769853e-07
"PPP2R3C",2.23283644181406,4.81663910342133,136.499361920411,3.42251300039965e-08,6.61623950769853e-07
"IPO5",2.44251524086591,7.76350883958598,135.787937998654,3.42754978449941e-08,6.61623950769853e-07
"NFKB1",1.83271539846141,7.25000865051259,135.773652727569,3.43045392040147e-08,6.61623950769853e-07
"CFAP44",-2.54822463311977,5.74193601857862,136.336674595619,3.43633862945959e-08,6.61775599560615e-07
"SCIN",-3.87532593693228,3.38061468911796,79.3327157955481,3.45082052610881e-08,6.63580006353961e-07
"CPEB3",-2.60679118469098,4.45738809194486,137.732380602678,3.48867564181474e-08,6.68969028471118e-07
"PLCG2",1.76834191670651,7.97412019475304,135.366861343834,3.48915279102424e-08,6.68969028471118e-07
"UBE2N",2.48824856421343,6.92480130150129,135.262161071324,3.51119642579636e-08,6.71586632104362e-07
"ANLN",1.8787626785391,4.85066702230268,135.591730955876,3.5198105862218e-08,6.71586632104362e-07
"NAA20",2.87038815493665,4.79024067532769,136.759131610967,3.52215193523881e-08,6.71586632104362e-07
"EREG",-3.83555408380042,3.53094916818575,84.4193434302392,3.52350151358298e-08,6.71586632104362e-07
"FUCA2",2.94052735655208,4.1501316668581,137.451790651065,3.57566943274873e-08,6.80530633974758e-07
"RAB11FIP1",-2.03321908689351,7.8699580386932,134.618690388494,3.60727438731157e-08,6.85540579023486e-07
"COPS2",2.65260758313255,6.21049242547739,134.590556191346,3.62949541798742e-08,6.88755124641472e-07
"PSMD4",2.11349308616384,6.14676799922105,134.413259635258,3.65023061131758e-08,6.9167873481609e-07
"PPP1R9B",2.19953122000583,6.02267757982879,134.292185876627,3.67309235039248e-08,6.93077383452198e-07
"PSMC1",2.09657037352137,6.65910175712103,134.200486935462,3.67764251256345e-08,6.93077383452198e-07
"IQCB1",1.65659553466745,6.13222818527295,134.217364834458,3.67764875569868e-08,6.93077383452198e-07
"VEZT",2.1239146805185,6.19913845166345,134.203187277267,3.68330694317855e-08,6.93077383452198e-07
"RB1",2.41650740221784,7.44803355925513,134.142638232203,3.6843096655009e-08,6.93077383452198e-07
"IDH1",2.1761846246163,6.09918803034567,134.043270876995,3.71158281091494e-08,6.97197465784023e-07
"C7orf50",1.99583328677159,4.81765427212611,134.153249581672,3.76179509478379e-08,7.05608386275918e-07
"CTR9",2.08816131076357,6.15861917516996,133.620055326916,3.77915478030178e-08,7.07841689008904e-07
"PHACTR2",-3.63096222592103,3.77334957304763,98.5218281741615,3.7891858489113e-08,7.08697872029809e-07
"MRPL15",2.5855264476366,5.10953538917976,133.977582809264,3.81322514202235e-08,7.12167803502879e-07
"DISC1",-3.84560006204275,4.27803231124615,111.338879984125,3.82426796977656e-08,7.12940743342325e-07
"ACTR8",1.65896717923708,5.12906916550065,133.457342127545,3.83038157397675e-08,7.12940743342325e-07
"LRPPRC",1.75954762897029,7.79184113909254,133.080020432924,3.85792781082889e-08,7.12940743342325e-07
"PPM1H",-4.18454943375368,3.74380605274671,81.4380263723985,3.86399671937249e-08,7.12940743342325e-07
"ZCRB1",2.32234767965828,5.57278540354352,133.251005040671,3.86490899835972e-08,7.12940743342325e-07
"CD47",2.27250344142923,6.38925922002616,133.092578563097,3.86676591650454e-08,7.12940743342325e-07
"MTCO1P12",-1.77017058154171,8.10882619714819,133.004191777738,3.87129185260319e-08,7.12940743342325e-07
"PDPR",-1.74677278977939,7.28680875455878,132.999041239616,3.87453125176753e-08,7.12940743342325e-07
"CLEC2D",3.04545805095714,7.10364562853637,133.033806820971,3.87515221043435e-08,7.12940743342325e-07
"RPS27L",2.03009673863385,6.04893768395745,133.055642320603,3.87558284943187e-08,7.12940743342325e-07
"TPGS2",1.93240156468956,5.51145928366752,133.106155691498,3.87997496657673e-08,7.12940743342325e-07
"LY9",2.5987405886044,5.38212297882568,133.331193908131,3.88327508122514e-08,7.12940743342325e-07
"CCDC15-DT",-2.92484917228926,3.22432784884864,97.6209287348904,3.90253195070029e-08,7.15464190961719e-07
"DLAT",2.1017839217101,5.1033767161507,133.116255841224,3.91088914765253e-08,7.15985065395343e-07
"IDH2",2.85229534134371,5.77070491913127,132.914048827482,3.93771638976051e-08,7.19266947755475e-07
"ZNF829",-2.32314771070851,4.23241179328895,134.860740576623,3.94536668242701e-08,7.19266947755475e-07
"IL6R",-2.66572387786879,4.09773345785613,131.366586275056,3.94543965178658e-08,7.19266947755475e-07
"ZNF252P-AS1",-3.84527268361556,2.9864107563927,73.6660858845756,3.97285454608514e-08,7.22957628822851e-07
"UBE2A",2.64894574262519,5.33366243903725,132.857416561223,3.97682393666807e-08,7.22957628822851e-07
"DYNC1LI1",2.24741349361476,4.78986299085223,133.03302874333,3.98870185258089e-08,7.24102797853146e-07
"CNTF",-3.0766951808897,3.01568802900118,84.4793886720913,3.99705150030772e-08,7.2443098507658e-07
"RAP1A",2.36429644883499,6.56592394432263,132.306625167002,4.0016719283506e-08,7.2443098507658e-07
"SMC6",1.80894510243427,6.13035042109573,132.277949342021,4.00780396821706e-08,7.24530578098294e-07
"RYR3",-3.1633493135398,3.95404354575572,118.330786536086,4.01699258262846e-08,7.25181692941828e-07
"MYO1C",1.58497544865102,6.54341497856089,132.10428987721,4.03357434194993e-08,7.26364905192294e-07
"TRIB1",2.34394657520035,4.84399704426825,132.77465502341,4.03820235481572e-08,7.26364905192294e-07
"PKHD1",-4.17912931355555,3.69904724608891,79.7656515258846,4.0403348347368e-08,7.26364905192294e-07
"ESRP2",-3.63875471473402,2.64163632964332,77.070203204505,4.11025337713034e-08,7.37159166818019e-07
"SNRPE",2.95071756452524,5.21199449939355,132.519725238048,4.11173526021761e-08,7.37159166818019e-07
"POLG",2.51794805655974,4.86707207283701,132.392314598526,4.13459461024143e-08,7.40235007461156e-07
"FCGBP",-4.56050593546134,4.86684680801754,108.984908533491,4.18396071729224e-08,7.48041461576492e-07
"DHX9",1.81456259569438,7.54607281594239,131.219455924678,4.19233418084872e-08,7.48507533251946e-07
"ZFC3H1",-1.62309395516136,8.19899973935083,131.16537393294,4.20130321350401e-08,7.49078512517611e-07
"PSPN",-3.23399706956865,3.79967835293591,109.850539072416,4.28690066354092e-08,7.63291777952828e-07
"VPS29",1.93827245751543,5.46711261959256,130.690849849706,4.32292725967734e-08,7.68651997679615e-07
"PIGK",1.94466197860734,4.22639281654449,131.711789337107,4.34457890402118e-08,7.71445063942475e-07
"PNP",2.70448591755344,5.71533161663807,130.606684512632,4.35889158316036e-08,7.72929135921058e-07
"SRP9",1.92538056300444,6.96444502544597,130.256761607247,4.37990829263671e-08,7.75596311574685e-07
"IMP4",2.45571202360749,5.43317483183177,130.408522974738,4.40484926894022e-08,7.78950184071445e-07
"EFCAB6-DT",-3.30289611657046,3.4453772825039,93.3438053101975,4.43659250271635e-08,7.82488507987126e-07
"AZIN1",2.4856879156418,7.08300712478861,129.973305030385,4.43816227951566e-08,7.82488507987126e-07
"OVGP1",-2.71142312308744,3.13513548713897,98.3125779484389,4.44294322331673e-08,7.82488507987126e-07
"HSD17B4",1.81378850683971,5.97411885934121,129.916058737615,4.45849746987172e-08,7.8416391814275e-07
"C18orf32",-3.13127720146154,5.44330417523104,131.704047470734,4.49005320652424e-08,7.87175555684585e-07
"FBXO38-DT",-3.02999747727941,2.91941589617774,81.0124202308814,4.49274189213691e-08,7.87175555684585e-07
"RMND1",1.93420888613421,4.35318722048072,130.68995239202,4.49381422775252e-08,7.87175555684585e-07
"AKAP6",-3.10172872658546,3.78287611228484,112.109679645869,4.50229120713788e-08,7.8759757235377e-07
"EED",1.89419099346834,5.66473674592529,129.472312748978,4.5584904886297e-08,7.96149129426118e-07
"TRIP12",1.78953702054704,8.00950702990835,129.328357780161,4.56344339208807e-08,7.96149129426118e-07
"PKNOX1",-1.85218579464662,5.4586707194392,129.597131776016,4.58359015685199e-08,7.9859060719381e-07
"PDPK1",-1.72408740959272,7.4319817447206,129.171414364197,4.59934885129459e-08,8.00262038737316e-07
"PRPF8",2.79385978362118,7.94963525504239,129.137219394683,4.60584389772713e-08,8.00319327878155e-07
"SARAF",3.03849788777289,5.79796049766571,129.370322853532,4.62840977640742e-08,8.01517959681473e-07
"NFE2L3",1.82480829271725,4.9355022256439,129.337679327796,4.62979553280312e-08,8.01517959681473e-07
"HMGN1",2.29700689838467,7.5560374865912,129.015807089975,4.63126710139526e-08,8.01517959681473e-07
"TRIM21",2.92157817882429,4.8737404783196,130.348223993029,4.64613998329733e-08,8.03021264756316e-07
"COPB1",2.63635868394042,7.17288331990074,128.887663811407,4.66248013914659e-08,8.04773832528227e-07
"CRTAP",2.35259204496939,5.0801836370082,129.235482016831,4.68107593750953e-08,8.06910566651708e-07
"GPRC5A",-3.50189659368716,2.7690709783233,72.1346365826388,4.70179468262491e-08,8.09152676057377e-07
"FADS2",2.44918886924171,7.44147421191198,128.66289459573,4.7079905053149e-08,8.09152676057377e-07
"CCT2",2.14341151383044,7.34896618805401,128.638177368296,4.7127844614744e-08,8.09152676057377e-07
"CASP4",2.47140595496626,5.72977538573335,128.668400882835,4.74427682467312e-08,8.13483661615021e-07
"RC3H2",-2.4436803933966,8.51453905622627,128.427912408155,4.75570996358843e-08,8.14137444094627e-07
"ADAMTS6",-3.04849117586913,4.87185840500413,130.715066819111,4.76225687624211e-08,8.14137444094627e-07
"UBE2E1",2.64722591999522,6.066338732529,128.513603391163,4.76690645232601e-08,8.14137444094627e-07
"TRPV2",2.55265001181775,5.57867850232985,128.499164683321,4.79611772876054e-08,8.16759536718379e-07
"FKBP15",2.05655471960308,6.1187235990575,128.308171952481,4.79654562280701e-08,8.16759536718379e-07
"HSPA4",2.49565465836835,7.39367543797681,128.235094883236,4.80113656792082e-08,8.16759536718379e-07
"WEE1",1.63513658000926,5.23617326880568,128.289215878699,4.8228418641617e-08,8.19378107288206e-07
"TAP1",3.39671160280577,7.97712709851167,127.957026681199,4.86284996501182e-08,8.25095327396777e-07
"TICRR",-1.75733567287896,6.38773394625753,127.885846063835,4.89126435480043e-08,8.28578252157375e-07
"UGP2",1.85244276913729,6.16086163773378,127.844158252006,4.89614421729358e-08,8.28578252157375e-07
"HNRNPK",2.69469829689285,8.98794791224966,127.675988945868,4.9209612667767e-08,8.3062810395024e-07
"XPO1",1.72652316549004,8.01928655472344,127.676049390115,4.92105556192399e-08,8.3062810395024e-07
"SH3TC1",2.15247491254413,4.38391781515256,128.767184398624,4.9479578311152e-08,8.33534982142582e-07
"CORO7-PAM16",-5.38414992401805,4.07054964269527,72.7507171473298,4.95246689271e-08,8.33534982142582e-07
"CYP51A1",3.19637836426964,6.85173160580611,127.591872877777,4.96059232379947e-08,8.33534982142582e-07
"COL6A3",-4.25599861240457,4.30285524704703,95.5899967370035,4.96774227229075e-08,8.33534982142582e-07
"CGNL1",-3.48836727943879,3.42446951447907,85.8943211560246,4.97038579490261e-08,8.33534982142582e-07
"TOP2B",1.65496644667229,7.02406859319452,127.413100518527,4.98488687729585e-08,8.34181462330721e-07
"SGPP2",2.35282458678038,6.26797729614948,127.465906130282,4.98709410453497e-08,8.34181462330721e-07
"SDF2L1",4.06869793526449,3.15140462558082,84.4384705182546,5.00617474107346e-08,8.36295342845991e-07
"KIF23",2.56590115358136,5.4741556538215,127.576918789395,5.01497884458585e-08,8.36689272528591e-07
"EIF4G2",2.74298808611685,9.12904064821971,127.190304729098,5.03214230992582e-08,8.37364101740073e-07
"B2M",2.82683495784058,11.3623002113699,127.162192073166,5.03748716554295e-08,8.37364101740073e-07
"MSANTD7",3.05068500863343,4.43173761218793,129.584159982777,5.03837722233434e-08,8.37364101740073e-07
"GXYLT1",-1.9229167367274,6.21657852509602,127.146335487279,5.06947865643768e-08,8.40626796336708e-07
"UBE2G1",2.70051060114471,5.54582727767875,127.35471014857,5.07096133691558e-08,8.40626796336708e-07
"PSMD2",2.17023352440211,6.8012623795203,126.956858031784,5.09399953523684e-08,8.43368800604263e-07
"TTBK2",-1.55790575791776,6.11955934530947,126.871824494218,5.12883660842733e-08,8.45193251582588e-07
"ATG3",2.4876070099134,4.92214318330053,127.476158152581,5.13466256087214e-08,8.45193251582588e-07
"DDX47",2.52657696314401,5.74431088201177,126.948622084421,5.13547779675821e-08,8.45193251582588e-07
"PSMC2",2.34809418591131,6.21722754199016,126.832524180055,5.13599514407776e-08,8.45193251582588e-07
"MCOLN2",2.88278541031171,6.78083353224365,126.809921698934,5.13757685284023e-08,8.45193251582588e-07
"STIP1",2.44678198344591,6.67420861475901,126.709804299884,5.15677271573172e-08,8.47277339875921e-07
"PSMD13",2.31792585434155,6.17592796636616,126.528436620144,5.20919150797937e-08,8.54807911170319e-07
"GGH",2.57944881180235,4.73305273445921,127.444050261216,5.23765893586573e-08,8.58394103377995e-07
"SF3A3",2.10389432534559,6.3312175074608,126.279543022355,5.26276905173983e-08,8.61231676684496e-07
"RN7SL832P",-2.97865309594987,3.60253006939894,106.250780135794,5.26947617623432e-08,8.61231676684496e-07
"SC5D",1.82208354787052,5.55538375392434,126.273768772547,5.28081332526878e-08,8.61231676684496e-07
"HAUS4",2.43430600470738,4.05295836842623,128.471585680675,5.28332591368637e-08,8.61231676684496e-07
"SF3B2",2.42819203750893,7.06465780913792,126.146648451689,5.28814827671451e-08,8.61231676684496e-07
"RGS12",-3.3617530015058,3.52695390115985,92.4329654028149,5.30854158457009e-08,8.63469545961401e-07
"NSMCE1-DT",-3.02574519562449,2.75744321308964,74.687129912456,5.3161644704379e-08,8.6362721935274e-07
"MSC",2.58844380444424,5.61668298154649,126.216063587671,5.32639286957323e-08,8.64207243088257e-07
"LIMD2",2.13021476685583,5.69639857736937,125.963794078156,5.36061250199865e-08,8.67455373759137e-07
"SLBP",1.82502720509803,5.89859658207955,125.897059183612,5.36335395151911e-08,8.67455373759137e-07
"CGGBP1",2.53062993949065,6.10282642945064,125.91879043774,5.36646121054382e-08,8.67455373759137e-07
"PSMB2",2.20186296085135,6.66230855537405,125.806132449359,5.37499160593647e-08,8.67753619963375e-07
"NME3",3.25024619240951,2.50772928871646,81.0666087797179,5.3994711730007e-08,8.70622805286325e-07
"SLC35B4",2.10976347517501,4.90779123402623,126.085200885163,5.40848884483049e-08,8.70994853671213e-07
"NAV2",-2.83942656581758,4.71349600277727,127.865789072211,5.41990853319552e-08,8.71752326652762e-07
"IVNS1ABP",1.93050978422941,6.52711980625588,125.512805494942,5.44852327914227e-08,8.74617403587392e-07
"DVL3",2.64386891378932,5.38755695439997,125.836060157914,5.45611475336384e-08,8.74617403587392e-07
"RHBDD2",3.29296500569507,3.33613389537529,111.99694115134,5.46415433468622e-08,8.74617403587392e-07
"DCAF7",1.65385983078751,6.91137452601762,125.4325277604,5.46467422426329e-08,8.74617403587392e-07
"RAB11B",2.33528018405655,4.38442255698455,126.800308120754,5.4785657456949e-08,8.757608790532e-07
"IL21R",2.2469658718993,5.81582606495078,125.315409512164,5.52358941722439e-08,8.81871963537179e-07
"SLC41A1",-1.61923588389797,6.23040977214192,125.174895937312,5.5469660660007e-08,8.84516210524436e-07
"YWHAQ",2.55368701682122,7.39866232412317,125.061234633451,5.56088251926219e-08,8.84688558730967e-07
"LINC02980",-2.53307076654958,4.16416650410764,125.798245007472,5.56167845858605e-08,8.84688558730967e-07
"NUDT21",1.61140894184956,7.07217713059391,124.925753370729,5.5947310393595e-08,8.88856901969233e-07
"FSCN2",-3.74555113662867,2.81786474076913,71.5291339895392,5.60495286214083e-08,8.89392275679559e-07
"USP22",2.18284660804087,6.85146546521254,124.836083322186,5.62179717188726e-08,8.90975913200204e-07
"C1orf43",2.04779518199603,6.97894618653713,124.786479897748,5.63307234419066e-08,8.91674134482864e-07
"SOAT1",1.98735059150171,5.94092947451232,124.812543229732,5.64292576067457e-08,8.92145875439171e-07
"TOR3A",2.94656975218237,5.37947805636536,125.237053523297,5.66760273459946e-08,8.94225617913561e-07
"LMAN1",2.39842368978022,6.78780404689359,124.665108595071,5.66985888707905e-08,8.94225617913561e-07
"RBSN",-1.61917532754903,6.12810681902795,124.682130941294,5.68034608884324e-08,8.94792381470694e-07
"EP300",-1.811333204786,8.16560248857484,124.474296102246,5.71182924913043e-08,8.98361879945781e-07
"BLMH",2.16373238274241,5.79450753566282,124.574167317365,5.7168483269277e-08,8.98361879945781e-07
"OTUD7B",-1.9676675860585,6.38132180789019,124.481177623359,5.73376076577323e-08,8.99930045220515e-07
"TRPC1",-3.44244184193836,3.45904931760908,86.5804555357603,5.74082267727744e-08,8.99950221631173e-07
"ESAM",2.66891922498436,4.33329415883903,126.382570246673,5.75201695609371e-08,9.00617371412501e-07
"ABCF1",2.32134903646153,5.93337071488101,124.381891735248,5.7667143716483e-08,9.01830753542107e-07
"DCTN1",2.17128606374396,5.85010332188145,124.315298391982,5.7847650409887e-08,9.02819428754234e-07
"CCDC121",-3.48858654768038,3.6836146405581,93.5711706591177,5.78694733993469e-08,9.02819428754234e-07
"HNRNPD",2.72484448341043,7.76134543367518,124.168717796566,5.79703023193057e-08,9.03017602376933e-07
"AIG1",2.04818641129983,4.72895612135941,124.676428490774,5.80839277933048e-08,9.03017602376933e-07
"HLA-C",2.89635760173139,4.18192182226677,126.507402805798,5.80908858231694e-08,9.03017602376933e-07
"FLOT2",3.09389134779462,6.37833805586603,124.20224210119,5.82400992681397e-08,9.04254172847432e-07
"GEMIN4",2.00403527528866,4.64572874425262,124.637474146048,5.83435301976307e-08,9.04777804020605e-07
"TIAL1",2.18698071280168,6.31639544344569,124.040894306277,5.84518463421446e-08,9.052152339386e-07
"MRPS35",2.49197248203671,5.10171752280384,124.469831841758,5.85112158146753e-08,9.052152339386e-07
"UBE2M",2.27846703559487,4.52147481822074,124.961692469761,5.86865276783646e-08,9.06846582458539e-07
"ARHGAP19",-2.08411687446728,7.46774188576207,123.53637264231,5.97442461404364e-08,9.22093121168685e-07
"SRPRA",1.94885362886813,6.97296171196679,123.485675217733,5.98882037018872e-08,9.23217201960208e-07
"ZNF440",-1.77697183658911,5.67854532974116,123.631324332427,6.00277831375336e-08,9.23282526840347e-07
"CDC20",3.15783939188585,5.44491523894189,124.133969460062,6.00512647474751e-08,9.23282526840347e-07
"PCSK5",-4.0204168610909,3.56215206519249,75.3891814257735,6.01218069547034e-08,9.23282526840347e-07
"ORAI3",2.65646507273658,3.87137128881372,125.629207829556,6.02759160047927e-08,9.23282526840347e-07
"PAICS",1.95896962761803,7.94347914490662,123.318234357699,6.0316522589115e-08,9.23282526840347e-07
"ARF6",2.55124501491744,6.59580966377244,123.372442933547,6.03192282558255e-08,9.23282526840347e-07
"BAZ2A",1.52687842839375,7.06328552215059,123.282686530956,6.04486876793677e-08,9.24174282777613e-07
"NCL",2.4157019218417,9.4839891903523,123.21583377907,6.05873531140329e-08,9.25204521670762e-07
"STMN1",2.81855784957552,7.29186320763696,123.164414320154,6.08395416004086e-08,9.273518866342e-07
"MMS19",1.60489760490128,5.22597073531482,123.285101967121,6.0870863437006e-08,9.273518866342e-07
"FAM53C",-2.09423426638295,7.30487884402845,123.030940215004,6.121173205799e-08,9.30458820015917e-07
"TRABD2A",-3.33852092934297,2.8940384435963,71.7403131845496,6.12181688978115e-08,9.30458820015917e-07
"FER",-2.00312820975535,6.9288159961534,122.940584341377,6.15299785174863e-08,9.34104235271312e-07
"DDX24",2.36944549557573,6.9085601234733,122.818893992397,6.18480977951933e-08,9.37836810025243e-07
"CCNB1",2.36358151065881,6.21856958279884,122.82291999237,6.19837747800775e-08,9.38213223808034e-07
"NUDT19",2.03634997225674,4.03242720882119,124.473207178575,6.20174842856158e-08,9.38213223808034e-07
